"","UniProt_Name","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides"
"1739","Q05655;C9JZU8;C9J9P1;C9K0E3;A0A494C1T7","Q05655;C9JZU8;C9J9P1;C9K0E3;A0A494C1T7","Q05655","5;2;2;2;2","5;2;2;2;2","5;2;2;2;2","Protein kinase C delta type",5,5,5,5
"1740","Q05682","Q05682","Q05682","30","30","5","Caldesmon",1,30,30,5
"1741","Q05707;J3QT83;Q4G0W3;H0YBB2;H3BU53;A0A8C8P5L8;Q8IWI9","Q05707;J3QT83;Q4G0W3;H0YBB2;H3BU53;A0A8C8P5L8;Q8IWI9","Q05707;J3QT83","56;32;19;9;1;1;1","56;32;19;9;1;1;1","56;32;19;9;1;1;1","Collagen alpha-1(XIV) chain;Collagen alpha-1(XIV) chain (Fragment)",7,56,56,56
"1742","Q06323;H0YKK6;H0YLU2","Q06323;H0YKK6;H0YLU2","Q06323","10;3;2","10;3;2","10;3;2","Proteasome activator complex subunit 1",3,10,10,10
"1743","Q06587;X6RFN3;Q99496","Q06587;X6RFN3;Q99496","Q06587;X6RFN3;Q99496","2;1;1","2;1;1","2;1;1","E3 ubiquitin-protein ligase RING1;E3 ubiquitin-protein ligase RING2 (Fragment);E3 ubiquitin-protein ligase RING2",3,2,2,2
"1744","Q07021;I3L3Q7;I3L3B0","Q07021;I3L3Q7;I3L3B0","Q07021;I3L3Q7;I3L3B0","6;4;4","6;4;4","6;4;4","Complement component 1 Q subcomponent-binding protein, mitochondrial;Complement component 1 Q subcomponent-binding protein, mitochondrial (Fragment);Complement component 1 Q subcomponent-binding protein, mitochondrial",3,6,6,6
"1745","Q07065;H3BUW6;H3BN64;H3BRM1;H3BRF9;Q96K21","Q07065;H3BUW6;H3BN64;H3BRM1;H3BRF9;Q96K21","Q07065","28;1;1;1;1;1","28;1;1;1;1;1","28;1;1;1;1;1","Cytoskeleton-associated protein 4",6,28,28,28
"1746","Q07075","Q07075","Q07075","2","2","2","Glutamyl aminopeptidase",1,2,2,2
"1747","Q07507","Q07507","Q07507","3","3","3","Dermatopontin",1,3,3,3
"1748","Q07666","Q07666","Q07666","5","5","5","KH domain-containing, RNA-binding, signal transduction-associated protein 1",1,5,5,5
"1749","Q07812;I6LPK7","Q07812;I6LPK7","Q07812","3;1","3;1","3;1","Apoptosis regulator BAX",2,3,3,3
"1750","Q07954;Q6PJ72;H0YJI8","Q07954;Q6PJ72;H0YJI8","Q07954","28;2;1","28;2;1","28;2;1","Prolow-density lipoprotein receptor-related protein 1",3,28,28,28
"1751","Q07960;H0YE29;E9PNR6","Q07960;H0YE29;E9PNR6","Q07960;H0YE29","11;7;4","11;7;4","11;7;4","Rho GTPase-activating protein 1;Rho GTPase-activating protein 1 (Fragment)",3,11,11,11
"1752","Q08170;A0A0D9SEM4","Q08170;A0A0D9SEM4","Q08170;A0A0D9SEM4","7;6","3;2","3;2","Serine/arginine-rich splicing factor 4;Serine/arginine-rich-splicing factor 4 (Fragment)",2,7,3,3
"1753","Q08211","Q08211","Q08211","29","29","29","ATP-dependent RNA helicase A",1,29,29,29
"1754","Q08257;A6NP24;C9JH92","Q08257;A6NP24;C9JH92","Q08257;A6NP24;C9JH92","12;9;7","12;9;7","12;9;7","Quinone oxidoreductase;Quinone oxidoreductase (Fragment);Quinone oxidoreductase (Fragment)",3,12,12,12
"1755","Q08380;K7EP36;K7ESM3;K7EKQ5;K7EJY8;K7EQT9;K7ES75;K7EN99;K7ERZ6;K7EJD3","Q08380;K7EP36;K7ESM3;K7EKQ5;K7EJY8;K7EQT9;K7ES75;K7EN99;K7ERZ6;K7EJD3","Q08380;K7EP36;K7ESM3;K7EKQ5","6;4;3;3;2;1;1;1;1;1","6;4;3;3;2;1;1;1;1;1","6;4;3;3;2;1;1;1;1;1","Galectin-3-binding protein;Galectin-3-binding protein (Fragment);Galectin-3-binding protein (Fragment);Galectin-3-binding protein",10,6,6,6
"1756","Q08752;H0Y8J0","Q08752;H0Y8J0","Q08752","6;1","6;1","6;1","Peptidyl-prolyl cis-trans isomerase D",2,6,6,6
"1757","Q08945;A0A0U1RRK2;E9PMD4","Q08945;A0A0U1RRK2;E9PMD4","Q08945","8;2;1","8;2;1","8;2;1","FACT complex subunit SSRP1",3,8,8,8
"1758","Q08AF3;B4E128;Q68D06;Q7Z7L1","Q08AF3;B4E128;Q68D06;Q7Z7L1","Q08AF3;B4E128","6;3;1;1","6;3;1;1","6;3;1;1","Schlafen family member 5;Schlafen family member 5",4,6,6,6
"1759","Q08J23;A0A140T9Y7","Q08J23;A0A140T9Y7","Q08J23","4;1","4;1","4;1","RNA cytosine C(5)-methyltransferase NSUN2",2,4,4,4
"1760","Q09028;H0YF10;E9PNS6;H0YCT5;H0YDK2;E9PNS2;E9PIC4;H0YEU5;E9PND5;C9JPP3","Q09028;H0YF10;E9PNS6;H0YCT5;H0YDK2;E9PNS2;E9PIC4;H0YEU5;E9PND5;C9JPP3","Q09028;H0YF10","8;4;3;3;3;2;2;2;1;1","8;4;3;3;3;2;2;2;1;1","3;1;2;1;1;1;1;1;1;1","Histone-binding protein RBBP4;Histone-binding protein RBBP4 (Fragment)",10,8,8,3
"1761","Q09666;E9PJZ0;E9PKR9;E9PJC6;E9PLK4;E9PQE3;Q8IVF2","Q09666;E9PJZ0;E9PKR9;E9PJC6;E9PLK4;E9PQE3;Q8IVF2","Q09666","165;4;4;4;4;3;1","165;4;4;4;4;3;1","165;4;4;4;4;3;1","Neuroblast differentiation-associated protein AHNAK",7,165,165,165
"1762","Q0VFZ6","Q0VFZ6","Q0VFZ6","2","2","2","Cilia- and flagella- associated protein 210",1,2,2,2
"1763","Q0VGL1;A0A087WVU0;A0A087WT92;A0A087WV46;C9JXA7","Q0VGL1;A0A087WVU0;A0A087WT92;A0A087WV46;C9JXA7","Q0VGL1;A0A087WVU0;A0A087WT92;A0A087WV46;C9JXA7","2;1;1;1;1","2;1;1;1;1","2;1;1;1;1","Ragulator complex protein LAMTOR4;Ragulator complex protein LAMTOR4;Ragulator complex protein LAMTOR4;Ragulator complex protein LAMTOR4;Ragulator complex protein LAMTOR4",5,2,2,2
"1764","Q10471","Q10471","Q10471","3","3","3","Polypeptide N-acetylgalactosaminyltransferase 2",1,3,3,3
"1765","Q10567;C9J1E7","Q10567;C9J1E7","Q10567;C9J1E7","12;8","12;8","6;3","AP-1 complex subunit beta-1;AP-1 complex subunit beta-1 (Fragment)",2,12,12,6
"1766","Q10570;A0A087X101","Q10570;A0A087X101","Q10570","5;1","5;1","5;1","Cleavage and polyadenylation specificity factor subunit 1",2,5,5,5
"1767","Q10713","Q10713","Q10713","4","4","4","Mitochondrial-processing peptidase subunit alpha",1,4,4,4
"1768","Q12765;B8ZZP4;C9J7U9;C9K052","Q12765;B8ZZP4;C9J7U9;C9K052","Q12765;B8ZZP4;C9J7U9;C9K052","3;2;2;2","3;2;2;2","3;2;2;2","Secernin-1;Secernin-1;Secernin-1 (Fragment);Secernin-1 (Fragment)",4,3,3,3
"1769","Q12792;F8VS81;F8VRG3","Q12792;F8VS81;F8VRG3","Q12792;F8VS81","6;5;1","6;5;1","5;4;1","Twinfilin-1;Twinfilin-1 (Fragment)",3,6,6,5
"1770","Q12797;E5RHJ2;E5RHK2;G3XAN5;E5RG29;E5RG56","Q12797;E5RHJ2;E5RHK2;G3XAN5;E5RG29;E5RG56","Q12797","4;1;1;1;1;1","4;1;1;1;1;1","4;1;1;1;1;1","Aspartyl/asparaginyl beta-hydroxylase",6,4,4,4
"1771","Q12846","Q12846","Q12846","2","2","2","Syntaxin-4",1,2,2,2
"1772","Q12874","Q12874","Q12874","10","10","10","Splicing factor 3A subunit 3",1,10,10,10
"1773","Q12906;K7EKJ9;K7ER69;K7EQR9;K7EKY0;Q96SI9;K7ERM6;K7ENK6;K7EM82;K7EJ09;K7EQ75;K7EPG3","Q12906;K7EKJ9;K7ER69;K7EQR9;K7EKY0;Q96SI9;K7ERM6;K7ENK6;K7EM82;K7EJ09;K7EQ75;K7EPG3","Q12906","22;9;6;6;5;4;2;2;2;2;1;1","22;9;6;6;5;4;2;2;2;2;1;1","22;9;6;6;5;4;2;2;2;2;1;1","Interleukin enhancer-binding factor 3",12,22,22,22
"1774","Q12907;A0A8Q3WK65;D6RBV2;D6RIU4;D6RDX1;D6RBH1","Q12907;A0A8Q3WK65;D6RBV2;D6RIU4;D6RDX1;D6RBH1","Q12907;A0A8Q3WK65;D6RBV2;D6RIU4;D6RDX1","8;7;7;6;5;2","8;7;7;6;5;2","8;7;7;6;5;2","Vesicular integral-membrane protein VIP36;Vesicular integral-membrane protein VIP36;Vesicular integral-membrane protein VIP36;Vesicular integral-membrane protein VIP36 (Fragment);Vesicular integral-membrane protein VIP36 (Fragment)",6,8,8,8
"1775","Q12931;I3L0K7;I3L253;I3L239","Q12931;I3L0K7;I3L253;I3L239","Q12931;I3L0K7","6;4;1;1","6;4;1;1","6;4;1;1","Heat shock protein 75 kDa, mitochondrial;Heat shock protein 75 kDa, mitochondrial",4,6,6,6
"1776","Q12955;A0A087WZ65;A0A087WTF3;A0A087WWI5;H0YA66;H0YAH5;A0A087WTE8;A0A087WVC2;H0Y3A4;D6RFK6;B1AQT1;A0A087WZ26;D6RHY3;A0A087X0B4","Q12955;A0A087WZ65;A0A087WTF3;A0A087WWI5;H0YA66;H0YAH5;A0A087WTE8;A0A087WVC2;H0Y3A4;D6RFK6;B1AQT1;A0A087WZ26;D6RHY3;A0A087X0B4","Q12955","8;3;3;2;2;2;2;2;2;1;1;1;1;1","8;3;3;2;2;2;2;2;2;1;1;1;1;1","6;2;2;2;2;2;2;2;2;1;1;1;1;1","Ankyrin-3",14,8,8,6
"1777","Q12965;H0YLE5;H0YLJ4","Q12965;H0YLE5;H0YLJ4","Q12965;H0YLE5;H0YLJ4","2;1;1","2;1;1","2;1;1","Unconventional myosin-Ie;Unconventional myosin-Ie (Fragment);Unconventional myosin-Ie (Fragment)",3,2,2,2
"1778","Q12972;A0A0A0MT09","Q12972;A0A0A0MT09","Q12972;A0A0A0MT09","3;2","3;2","3;2","Nuclear inhibitor of protein phosphatase 1;Nuclear inhibitor of protein phosphatase 1 (Fragment)",2,3,3,3
"1779","Q13011;M0R248;M0QZW4;M0QXS7;M0R1A2","Q13011;M0R248;M0QZW4;M0QXS7;M0R1A2","Q13011;M0R248","9;6;2;1;1","9;6;2;1;1","8;5;1;0;0","Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial;Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (Fragment)",5,9,9,8
"1780","Q13045;J3KS54;J3KS39;J3QQQ2;J3KT47;K7EP37;J3QQU5;K7EP27;J3QLR6","Q13045;J3KS54;J3KS39;J3QQQ2;J3KT47;K7EP37;J3QQU5;K7EP27;J3QLR6","Q13045","15;6;2;2;1;1;1;1;1","15;6;2;2;1;1;1;1;1","15;6;2;2;1;1;1;1;1","Protein flightless-1 homolog",9,15,15,15
"1781","Q13049;Q5JVY0","Q13049;Q5JVY0","Q13049;Q5JVY0","2;1","2;1","2;1","E3 ubiquitin-protein ligase TRIM32;E3 ubiquitin-protein ligase TRIM32 (Fragment)",2,2,2,2
"1782","Q13057;K7EQ60","Q13057;K7EQ60","Q13057;K7EQ60","2;1","2;1","2;1","Bifunctional coenzyme A synthase;Bifunctional coenzyme A synthase (Fragment)",2,2,2,2
"1783","Q13099;F5H6C2","Q13099;F5H6C2","Q13099;F5H6C2","8;4","8;4","8;4","Intraflagellar transport protein 88 homolog;Probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY (Fragment)",2,8,8,8
"1784","Q13131;Q96E92","Q13131;Q96E92","Q13131","4;1","4;1","4;1","5-AMP-activated protein kinase catalytic subunit alpha-1",2,4,4,4
"1785","Q13148;K7EJM5;A0A087WX29;A0A0A0N0M3;K7EN94;B1AKP7;G3V162;A0A087X260;A0A087WYY0;A0A087WXQ5;A0A087WV68;A0A087WW61;A0A087WX67;A0A087WXV3;K7EJ99;A0A0A0MSV7;A0A087WZC9","Q13148;K7EJM5;A0A087WX29;A0A0A0N0M3;K7EN94;B1AKP7;G3V162;A0A087X260;A0A087WYY0;A0A087WXQ5;A0A087WV68;A0A087WW61;A0A087WX67;A0A087WXV3;K7EJ99;A0A0A0MSV7;A0A087WZC9","Q13148;K7EJM5;A0A087WX29;A0A0A0N0M3;K7EN94;B1AKP7;G3V162;A0A087X260;A0A087WYY0;A0A087WXQ5;A0A087WV68","5;4;4;4;4;4;4;4;4;3;3;2;2;2;1;1;1","5;4;4;4;4;4;4;4;4;3;3;2;2;2;1;1;1","5;4;4;4;4;4;4;4;4;3;3;2;2;2;1;1;1","TAR DNA-binding protein 43;TAR DNA-binding protein 43 (Fragment);TAR DNA-binding protein 43 (Fragment);TAR DNA-binding protein 43;TAR DNA-binding protein 43 (Fragment);TAR DNA-binding protein 43;TAR DNA-binding protein 43;TAR DNA-binding protein 43;TAR DNA",17,5,5,5
"1786","Q13151","Q13151","Q13151","6","6","6","Heterogeneous nuclear ribonucleoprotein A0",1,6,6,6
"1787","Q13155;A8MU58","Q13155;A8MU58","Q13155;A8MU58","2;1","2;1","2;1","Aminoacyl tRNA synthase complex-interacting multifunctional protein 2;Aminoacyl tRNA synthase complex-interacting multifunctional protein 2",2,2,2,2
"1788","Q13162;H7C3T4;A6NJJ0;A6NG45","Q13162;H7C3T4;A6NJJ0;A6NG45","Q13162;H7C3T4","7;6;1;1","4;3;1;1","4;3;1;1","Peroxiredoxin-4;Peroxiredoxin-4 (Fragment)",4,7,4,4
"1789","Q13177","Q13177","Q13177","7","7","5","Serine/threonine-protein kinase PAK 2",1,7,7,5
"1790","Q13185;C9JMM0;B8ZZ43;S4R2Y4","Q13185;C9JMM0;B8ZZ43;S4R2Y4","Q13185;C9JMM0;B8ZZ43;S4R2Y4","3;2;2;2","3;2;2;2","3;2;2;2","Chromobox protein homolog 3;Chromobox protein homolog 3 (Fragment);Chromobox homolog 3 (HP1 gamma homolog, Drosophila), isoform CRA_b;Chromobox protein homolog 3 (Fragment)",4,3,3,3
"1791","Q13190;H7C3X5;E9PNU4","Q13190;H7C3X5;E9PNU4","Q13190;H7C3X5","4;3;1","4;3;1","4;3;1","Syntaxin-5;Syntaxin-5 (Fragment)",3,4,4,4
"1792","Q13200;C9JPC0;H7C1H2;H7C2Q3","Q13200;C9JPC0;H7C1H2;H7C2Q3","Q13200","16;4;3;2","16;4;3;2","16;4;3;2","26S proteasome non-ATPase regulatory subunit 2",4,16,16,16
"1793","X6R9L0;Q13217","X6R9L0;Q13217","X6R9L0;Q13217","2;2","2;2","2;2","DnaJ homolog subfamily C member 3;DnaJ homolog subfamily C member 3",2,2,2,2
"1794","Q13228;A6PVX1;H0Y532;F2Z2W8;F8WCR4;C9JVL0","Q13228;A6PVX1;H0Y532;F2Z2W8;F8WCR4;C9JVL0","Q13228;A6PVX1;H0Y532","22;11;11;5;5;3","22;11;11;5;5;3","22;11;11;5;5;3","Methanethiol oxidase;Methanethiol oxidase (Fragment);Methanethiol oxidase (Fragment)",6,22,22,22
"1795","Q13232;H3BPD9;H3BMQ7;H3BPR2;H3BRA8","Q13232;H3BPD9;H3BMQ7;H3BPR2;H3BRA8","Q13232","3;1;1;1;1","3;1;1;1;1","3;1;1;1;1","Nucleoside diphosphate kinase 3",5,3,3,3
"1796","Q13242;H0YIB4;S4R3G0","Q13242;H0YIB4;S4R3G0","Q13242;H0YIB4;S4R3G0","6;5;4","6;5;4","6;5;4","Serine/arginine-rich splicing factor 9;Serine/arginine-rich-splicing factor 9 (Fragment);Serine/arginine-rich-splicing factor 9",3,6,6,6
"1797","Q13243;B4DJK0;B4DUA4;G3V5K8","Q13243;B4DJK0;B4DUA4;G3V5K8","Q13243;B4DJK0;B4DUA4;G3V5K8","7;5;5;4","6;4;4;4","6;4;4;4","Serine/arginine-rich splicing factor 5;Serine/arginine-rich-splicing factor 5;Serine/arginine-rich-splicing factor 5;Serine/arginine-rich-splicing factor 5",4,7,6,6
"1798","Q13263;M0R0K9;M0R2I3;M0R3C0","Q13263;M0R0K9;M0R2I3;M0R3C0","Q13263","19;9;2;2","19;9;2;2","19;9;2;2","Transcription intermediary factor 1-beta",4,19,19,19
"1799","Q13308;Q86X91;H0Y8F1;C9JQR6;H7C5L0;F8WDG7;C9J9E8","Q13308;Q86X91;H0Y8F1;C9JQR6;H7C5L0;F8WDG7;C9J9E8","Q13308;Q86X91","14;7;5;4;4;3;2","14;7;5;4;4;3;2","14;7;5;4;4;3;2","Inactive tyrosine-protein kinase 7;Inactive tyrosine-protein kinase 7",7,14,14,14
"1800","Q13363;D6RAX2;E7ESU7;E7EPF8;H0Y8W7;E9PGB1;H0Y9M9;A0A087WYL1;H0Y8U5","Q13363;D6RAX2;E7ESU7;E7EPF8;H0Y8W7;E9PGB1;H0Y9M9;A0A087WYL1;H0Y8U5","Q13363;D6RAX2","9;7;4;4;4;3;2;1;1","9;7;4;4;4;3;2;1;1","8;6;3;3;4;3;2;0;1","C-terminal-binding protein 1;C-terminal-binding protein 1 (Fragment)",9,9,9,8
"1801","Q13409;E7EV09;E7EQL5;E7EQU2;E7ESD3;E7EMU4;E7ET01;E7ETL8;E9PGG1;E7EU01;E7EUM4;E7ERR6;E7ERH4","Q13409;E7EV09;E7EQL5;E7EQU2;E7ESD3;E7EMU4;E7ET01;E7ETL8;E9PGG1;E7EU01;E7EUM4;E7ERR6;E7ERH4","Q13409;E7EV09;E7EQL5","9;5;5;3;3;3;2;2;1;1;1;1;1","9;5;5;3;3;3;2;2;1;1;1;1;1","9;5;5;3;3;3;2;2;1;1;1;1;1","Cytoplasmic dynein 1 intermediate chain 2;Cytoplasmic dynein 1 intermediate chain 2 (Fragment);Cytoplasmic dynein 1 intermediate chain 2 (Fragment)",13,9,9,9
"1802","Q13423;A0A590UJM2;A0A590UK29;A0A590UK15;E9PCX7;A0A590UJI3;D6RAI5;D6RHU2;A0A590UJA4;A0A590UKC7","Q13423;A0A590UJM2;A0A590UK29;A0A590UK15;E9PCX7;A0A590UJI3;D6RAI5;D6RHU2;A0A590UJA4;A0A590UKC7","Q13423;A0A590UJM2;A0A590UK29;A0A590UK15;E9PCX7;A0A590UJI3","11;10;10;9;7;6;5;4;4;4","11;10;10;9;7;6;5;4;4;4","11;10;10;9;7;6;5;4;4;4","NAD(P) transhydrogenase, mitochondrial;NAD(P) transhydrogenase, mitochondrial;NAD(P) transhydrogenase, mitochondrial;Proton-translocating NAD(P)(+) transhydrogenase;Proton-translocating NAD(P)(+) transhydrogenase;Proton-translocating NAD(P)(+) transhydroge",10,11,11,11
"1803","Q13425;H0YCS0;A0A140TA73;A0A0G2JM75;J3KT21;H7BY41","Q13425;H0YCS0;A0A140TA73;A0A0G2JM75;J3KT21;H7BY41","Q13425;H0YCS0;A0A140TA73","5;3;3;2;2;1","5;3;3;2;2;1","5;3;3;2;2;1","Beta-2-syntrophin;Beta-2-syntrophin (Fragment);Beta-2-syntrophin (Fragment)",6,5,5,5
"1804","Q13435;E9PPJ0;E9PJ04;H0YCG1;E9PJT3;H0YEX5;E9PIL8","Q13435;E9PPJ0;E9PJ04;H0YCG1;E9PJT3;H0YEX5;E9PIL8","Q13435;E9PPJ0;E9PJ04;H0YCG1","13;12;8;8;5;3;1","13;12;8;8;5;3;1","13;12;8;8;5;3;1","Splicing factor 3B subunit 2;Splicing factor 3B subunit 2;Splicing factor 3B subunit 2 (Fragment);Splicing factor 3B subunit 2 (Fragment)",7,13,13,13
"1805","Q13442;F8WBW6","Q13442;F8WBW6","Q13442","3;1","3;1","3;1","28 kDa heat- and acid-stable phosphoprotein",2,3,3,3
"1806","Q13492;E9PI56;E9PKP6;E9PLJ8;E9PJT1;E9PK13;E5RFU0;E5RHK9;E5RFC6;E5RK51;E5RIJ5;H0YCY1;H0YEF7;H0YEH1;E5RGY9;E9PDG8;O60641","Q13492;E9PI56;E9PKP6;E9PLJ8;E9PJT1;E9PK13;E5RFU0;E5RHK9;E5RFC6;E5RK51;E5RIJ5;H0YCY1;H0YEF7;H0YEH1;E5RGY9;E9PDG8;O60641","Q13492","6;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1","6;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1","6;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1","Phosphatidylinositol-binding clathrin assembly protein",17,6,6,6
"1807","Q13523;H0YDJ3","Q13523;H0YDJ3","Q13523;H0YDJ3","8;4","8;4","8;4","Serine/threonine-protein kinase PRP4 homolog;Serine/threonine-protein kinase PRP4 homolog (Fragment)",2,8,8,8
"1808","Q13547;Q5TEE2;Q92769;E5RFI6;E5RJ04;E5RGV4;E5RHE7;E5RH52;E5RG37;E5RFP9;H3BM24;E5RK19","Q13547;Q5TEE2;Q92769;E5RFI6;E5RJ04;E5RGV4;E5RHE7;E5RH52;E5RG37;E5RFP9;H3BM24;E5RK19","Q13547;Q5TEE2;Q92769","6;5;4;2;2;2;2;2;2;2;2;1","6;5;4;2;2;2;2;2;2;2;2;1","6;5;4;2;2;2;2;2;2;2;2;1","Histone deacetylase 1;Histone deacetylase (Fragment);Histone deacetylase 2",12,6,6,6
"1809","Q13561;A0A7I2V4Y9;A0A7I2V4H4;A8K8J9;F8W1I6;H0YI98;F8VW18;A0A7I2V390;F8VRV7;H0YHL1;A0A7I2V5R4;A0A7I2V2Z2;F8W0U6","Q13561;A0A7I2V4Y9;A0A7I2V4H4;A8K8J9;F8W1I6;H0YI98;F8VW18;A0A7I2V390;F8VRV7;H0YHL1;A0A7I2V5R4;A0A7I2V2Z2;F8W0U6","Q13561;A0A7I2V4Y9;A0A7I2V4H4;A8K8J9;F8W1I6;H0YI98;F8VW18;A0A7I2V390","13;12;12;11;10;9;9;9;4;3;2;2;1","13;12;12;11;10;9;9;9;4;3;2;2;1","13;12;12;11;10;9;9;9;4;3;2;2;1","Dynactin subunit 2;Dynactin subunit 2;Dynactin subunit 2;Dynactin 2 (P50), isoform CRA_b;Dynactin subunit 2;Dynactin subunit 2 (Fragment);Dynactin subunit 2 (Fragment);Dynactin subunit 2",13,13,13,13
"1810","Q13564;J3QLH4;J3QRA5;J3KRK3","Q13564;J3QLH4;J3QRA5;J3KRK3","Q13564","5;1;1;1","5;1;1;1","5;1;1;1","NEDD8-activating enzyme E1 regulatory subunit",4,5,5,5
"1811","Q13573;G3V4X8;G3V3A4","Q13573;G3V4X8;G3V3A4","Q13573;G3V4X8;G3V3A4","4;3;3","4;3;3","4;3;3","SNW domain-containing protein 1;SNW domain-containing protein 1;SNW domain-containing protein 1",3,4,4,4
"1812","Q13595","Q13595","Q13595","3","2","2","Transformer-2 protein homolog alpha",1,3,2,2
"1813","Q13596;H0YK42;H0YK43","Q13596;H0YK42;H0YK43","Q13596;H0YK42","5;3;1","4;2;1","4;2;1","Sorting nexin-1;Sorting nexin-1",3,5,4,4
"1814","Q13618;A0A087X1R9;H7C1L6","Q13618;A0A087X1R9;H7C1L6","Q13618","6;2;2","6;2;2","6;2;2","Cullin-3",3,6,6,6
"1815","Q13619;A0A0A0MR50;A0A7P0T8P8;A0A7P0T9C8;A0A7P0T9L3;A0A669KAX4;K4DI93;A0A7P0T954;Q13620;A0A087WWN2;A0A7P0T9R8;A0A7P0TAF9;A0A7P0T9P5;A0A669KBG9;A0A7P0T9D0;A0A804CL36;A0A7P0TAQ3;A0A7P0Z4G9","Q13619;A0A0A0MR50;A0A7P0T8P8;A0A7P0T9C8;A0A7P0T9L3;A0A669KAX4;K4DI93;A0A7P0T954;Q13620;A0A087WWN2;A0A7P0T9R8;A0A7P0TAF9;A0A7P0T9P5;A0A669KBG9;A0A7P0T9D0;A0A804CL36;A0A7P0TAQ3;A0A7P0Z4G9","Q13619;A0A0A0MR50;A0A7P0T8P8;A0A7P0T9C8;A0A7P0T9L3;A0A669KAX4;K4DI93;A0A7P0T954;Q13620","8;7;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;2","8;7;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;2","8;7;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;2","Cullin-4A;Cullin-4A;Cullin-4B (Fragment);Cullin-4B (Fragment);Cullin-4B;Cullin-4B;Cullin 4B, isoform CRA_e;Cullin-4B;Cullin-4B",18,8,8,8
"1816","Q13630;E9PKL9;E9PLH9;E9PP14;A0A0J9YX13;H0YCP7;E9PP60","Q13630;E9PKL9;E9PLH9;E9PP14;A0A0J9YX13;H0YCP7;E9PP60","Q13630;E9PKL9","5;4;2;2;2;1;1","5;4;2;2;2;1;1","5;4;2;2;2;1;1","GDP-L-fucose synthase;GDP-L-fucose synthase (Fragment)",7,5,5,5
"1817","Q13724;A0A3B3IRK6;A0A3B3IRW2;A0A8I5KTK5;A0A3B3IS52;A0A8I5KQG9;C9JDQ1;A0A3B3ITC1","Q13724;A0A3B3IRK6;A0A3B3IRW2;A0A8I5KTK5;A0A3B3IS52;A0A8I5KQG9;C9JDQ1;A0A3B3ITC1","Q13724;A0A3B3IRK6;A0A3B3IRW2;A0A8I5KTK5;A0A3B3IS52","13;12;11;11;8;4;2;2","13;12;11;11;8;4;2;2","13;12;11;11;8;4;2;2","Mannosyl-oligosaccharide glucosidase;Mannosyl-oligosaccharide glucosidase (Fragment);Mannosyl-oligosaccharide glucosidase;Mannosyl-oligosaccharide glucosidase;Mannosyl-oligosaccharide glucosidase (Fragment)",8,13,13,13
"1818","Q13751;X1WI29","Q13751;X1WI29","Q13751","11;4","11;4","11;4","Laminin subunit beta-3",2,11,11,11
"1819","Q13753","Q13753","Q13753","4","4","4","Laminin subunit gamma-2",1,4,4,4
"1820","Q13797;E9PDS3","Q13797;E9PDS3","Q13797;E9PDS3","2;1","2;1","2;1","Integrin alpha-9;Integrin alpha-9",2,2,2,2
"1821","Q13825","Q13825","Q13825","2","2","2","Methylglutaconyl-CoA hydratase, mitochondrial",1,2,2,2
